wiring,config,psnr,ssim
W0d180907,C1d358a8c,22.1698,0.646885
W0d180907,Cb969b5e1,21.6468,0.788428
W0d180907,Cf449d427,22.3567,0.648761
W0d180907,Ced37b759,29.41,0.90589
W0d180907,Cb2bb0d75,50.8033,0.995731
W0d180907,C7f74988f,36.088,0.961467
W0d180907,C7ab7a516,19.7534,0.884454
W0d180907,C305055b6,47.8721,0.99264
W0d180907,C286fab23,49.4847,0.994798
W0d180907,Ccad3c11e,25.5929,0.81508
W0d180907,C5710a6c4,36.1404,0.953705
W0d180907,C5ed0760c,49.6624,0.994346
W0d180907,Ce6056650,23.9108,0.885359
W0d180907,C7a59a5d5,37.4659,0.958617
W0d180907,Ca8f25811,27.7656,0.844096
W0d180907,Cc89148da,26.4335,0.857819
W0d180907,Ce7a502b5,46.6704,0.989996
W0d180907,C8e69b3fd,44.521,0.987184
W0d180907,Ce8ed8881,28.1234,0.839901
W0d180907,Ca3c630bd,28.3826,0.871707
W0d180907,Ce174560d,31.2633,0.91663
W0d180907,C4afa4cd7,37.9289,0.943792
W0d180907,C3da2715b,37.4891,0.95002
W0d180907,C0cc640ea,48.6631,0.993164
W0d180907,C4b82705b,38.2864,0.963331
W0d180907,C1d1a3b23,34.0384,0.947098
W0d180907,C45a40bef,38.0455,0.980041
W0d180907,Cb4137b43,37.7488,0.951557
W0d180907,C74c14c7b,37.9473,0.977294
W0d180907,C8658a737,32.5977,0.940711
W0d180907,Cce7a20fd,39.86,0.979154
W0d180907,C2f98cfe9,28.1972,0.931494
W0d180907,Cf08647b8,38.2279,0.956716
W0d180907,Cb32c538f,29.1867,0.882224
W0d180907,C629010eb,45.7528,0.990632
W0d180907,Cda2d490e,20.0944,0.791277
W0d180907,C014a746b,43.7,0.989236
W0d180907,C43c9c6b0,37.0929,0.969544
W0d180907,Cb6063463,34.296,0.911251
W0d180907,Ca05d2966,47.3673,0.990709
W0d180907,C0856c7c8,28.0837,0.911618
W0d180907,C8211ad5a,33.3706,0.946484
W0d180907,C5505f14b,54.5565,0.998081
W0d180907,C2c115d75,29.3627,0.973933
W0d180907,C05fe8d1a,20.6283,0.597663
W0d180907,C215e4c47,54.6916,0.998136
W0d180907,C8aadd480,44.0108,0.987889
W0d180907,Cded8b6c8,36.673,0.936465
W0d180907,Cb4f791a3,37.6056,0.975511
W0d180907,Cbc06f81b,52.6395,0.996926
W0d180907,C217b4ccd,23.5166,0.93181
W0d180907,Cd721fe31,28.2011,0.951981
W0d180907,C9b10cd51,26.2729,0.863495
W0d180907,Cc667f618,29.1187,0.972444
W0d180907,Cd71e668c,52.1244,0.996941
W0d180907,Cfe448ed6,49.9071,0.995046
Wc5a2e069,C74dfbec8,33.0114,0.945021
Wc5a2e069,C80de6726,38.9907,0.972412
Wc5a2e069,C39719139,27.5331,0.850911
Wc5a2e069,Ca58cc695,49.6454,0.994874
Wc5a2e069,Cdfb30360,27.9166,0.903866
Wc5a2e069,Ca23ea96e,22.4947,0.799812
Wc5a2e069,C005f9dd0,37.1951,0.956399
Wc5a2e069,C2a1c8360,37.4187,0.967443
Wc5a2e069,Cf304e44e,37.307,0.950096
Wc5a2e069,Ceb4ab61a,37.1335,0.959931
Wc5a2e069,C3bd4cc23,25.7871,0.856343
Wc5a2e069,C21a1f34d,37.4063,0.950114
Wc5a2e069,Cbcb08120,28.3758,0.860523
Wc5a2e069,Ca1a94233,38.0726,0.96875
Wc5a2e069,Ca65564fa,38.3131,0.973333
Wc5a2e069,C0d1e10cb,50.292,0.995453
Wc5a2e069,C2bcaad02,26.0065,0.776449
Wc5a2e069,Cdffcfbb6,27.8924,0.869747
Wc5a2e069,C25cbbd08,42.6497,0.984195
Wc5a2e069,C4227092e,26.0515,0.804262
Wc5a2e069,C76bd1489,26.1293,0.783179
Wc5a2e069,Cf4eb5964,27.0151,0.82282
Wc5a2e069,C0c13d680,52.2811,0.996751
Wc5a2e069,C60a66fd6,36.3912,0.952255
Wc5a2e069,C5edcb205,27.3274,0.947797
Wc5a2e069,C33cf0f34,26.833,0.88386
Wc5a2e069,C494fea9b,44.3099,0.986992
Wc5a2e069,Cbac3d5c6,20.5033,0.702758
Wc5a2e069,C7520bb34,44.226,0.989442
Wc5a2e069,C47ab4938,27.145,0.930564
Wc5a2e069,C835cdefc,27.8367,0.884386
Wc5a2e069,Cc69a1ed4,38.7387,0.969479
Wc5a2e069,Ccfd535ef,36.5562,0.946104
Wc5a2e069,Ceff634c0,37.0393,0.952573
Wc5a2e069,Cad0ddfe7,27.126,0.922326
Wc5a2e069,Cdc195339,46.1882,0.990556
Wc5a2e069,Ccb1ae3e9,28.4335,0.863852
Wc5a2e069,C17c337bd,36.1758,0.946556
Wc5a2e069,Cbcdad046,42.9325,0.986548
Wc5a2e069,Ced551524,34.5622,0.95295
Wc5a2e069,C77251df6,44.2406,0.988308
Wc5a2e069,C68880ceb,43.0435,0.987617
Wc5a2e069,C6968cfa2,26.5573,0.867393
Wc5a2e069,C650bb10d,35.5904,0.945004
Wc5a2e069,C50da1c2f,43.5499,0.983368
Wc5a2e069,C33a594bd,22.6686,0.698931
Wc5a2e069,Cb7da46ff,26.9571,0.942107
Wc5a2e069,Cca2dc6a2,40.1909,0.974089
Wc5a2e069,C74f5b265,40.215,0.979091
Wc5a2e069,C0ee4c7ff,28.2907,0.857
Wc5a2e069,Cd92b3240,38.0486,0.9576
Wc5a2e069,Cfedf85c3,51.8537,0.996765
Wc5a2e069,C7dec8332,26.3487,0.836986
Wc5a2e069,C6acd94bc,36.5247,0.945103
Wc5a2e069,Cfda1c4d1,17.6705,0.836721
Wc5a2e069,C58ec6b8c,36.9453,0.945789
Wc5a2e069,Cc96c9d45,38.953,0.978981
Wc5a2e069,C87b8718c,37.6287,0.945013
Wc5a2e069,C6776e3a3,26.4861,0.809756
Wc5a2e069,C5d7b54ad,35.6021,0.945102
Wc5a2e069,C959957e1,27.3322,0.879408
Wc5a2e069,C53bc5003,37.8514,0.945086
Wc5a2e069,C8f1cf88b,28.5823,0.879098
Wc5a2e069,Cf8e40fbb,26.5521,0.873644
Wc5a2e069,Ccc225889,38.4929,0.971367
Wc5a2e069,C7ac2b728,38.0953,0.964222
Wc5a2e069,Cd27e9c40,42.5722,0.984002
Wc5a2e069,C24fa25d8,21.4358,0.715836
Wc5a2e069,Cd850af39,28.5819,0.86194
Wc5a2e069,C47ffdcb7,28.9397,0.885901
Wc5a2e069,C07d36aac,43.323,0.987631
Wc5a2e069,C071a71b2,37.2843,0.965504
Wc5a2e069,C4fa5dd09,22.8654,0.70075
Wc5a2e069,C956d619f,39.6161,0.97465
Wc5a2e069,C75393412,26.4449,0.787892
Wc5a2e069,C9a128ae0,42.7156,0.986533
Wc5a2e069,Cabe8d4cc,43.3518,0.985539
Wc5a2e069,C0f9e82c8,34.3209,0.940338
Wc5a2e069,C395d8e6e,38.7807,0.964816
Wc5a2e069,Ca9d55db6,37.1572,0.954071
Wc5a2e069,Cf88a2568,26.9718,0.875326
Wc5a2e069,C1e11b04b,34.6815,0.973899
Wc5a2e069,Cfc7fbd4b,42.6703,0.981656
Wc5a2e069,Ced5e805f,27.8405,0.9022
Wc5a2e069,C9b0731d9,46.7201,0.991314
Wc5a2e069,C733b0286,37.7853,0.978551
Wc5a2e069,Cb0c252e0,47.5997,0.992487
Wc5a2e069,Cc2ad01a6,36.7882,0.951265
Wc5a2e069,C18dd3a89,26.3721,0.853289
Wc5a2e069,C073bfea0,44.258,0.989162
Wc5a2e069,C1653e3e8,27.8557,0.903873
Wc5a2e069,Cd63e2ab7,27.0388,0.917837
Wc5a2e069,Cdb8c996e,37.3304,0.95047
Wc5a2e069,C9cc96e0d,27.5542,0.897855
Wc5a2e069,Cd4285f9c,25.9369,0.788727
Wc5a2e069,Ca88e8b06,44.7812,0.987803
Wc5a2e069,C85645d6f,28.16,0.856531
Wc5a2e069,C0a633caf,38.81,0.980622
Wc5a2e069,Cb4fadf26,37.8476,0.960976
Wc5a2e069,C24b28f12,26.1212,0.793077
W138503d3,Ceecd29f9,36.8264,0.962474
W138503d3,C570624ba,29.4429,0.966878
W138503d3,C9c923586,38.5227,0.970851
W138503d3,Cc3876781,37.0762,0.950026
W138503d3,C32a2bf15,37.8673,0.977491
W138503d3,C8f1690a1,38.4032,0.962169
W138503d3,C893fa9a5,38.9654,0.966734
W138503d3,C24e5003b,28.0623,0.871109
W138503d3,C7df59928,27.446,0.849972
W138503d3,C8dbad486,36.5291,0.9348
W138503d3,C436affb3,25.6049,0.784686
W138503d3,Ce5dc47bb,24.9623,0.901453
W138503d3,C6567c098,53.761,0.997718
W138503d3,C6587af62,28.1844,0.876217
W138503d3,Caf453f09,29.6112,0.920669
W138503d3,C39a33e0f,48.6059,0.993457
W138503d3,Ccb6ebca3,37.6115,0.955961
W138503d3,Cc81debb0,38.1582,0.964267
W138503d3,C2357fd80,29.65,0.967058
W138503d3,Cee9b9c40,28.5169,0.875394
W138503d3,C07a97ff1,42.4659,0.987065
W138503d3,Cf6105c07,25.9302,0.863649
W138503d3,Cdf25232f,27.1493,0.913304
W138503d3,C7f06ca2a,36.2697,0.958168
W138503d3,C3912bccb,34.828,0.943613
W138503d3,Ce18dfe72,29.2754,0.967118
W138503d3,C2ac016ae,24.1213,0.89393
W138503d3,C1d0d3967,38.0678,0.98006
W138503d3,C9f23d1c1,37.9578,0.966784
W138503d3,Cec703324,27.8517,0.925934
W138503d3,C5e516f98,47.4596,0.991815
W138503d3,Ca48d98e5,37.2809,0.976343
W138503d3,Ce7bc32f2,44.4491,0.985832
W138503d3,Cd0a34572,38.5274,0.969167
W138503d3,C4c77e9c3,27.9273,0.943062
W138503d3,C62626c72,28.2372,0.919342
W138503d3,C635ee771,44.64,0.986497
W138503d3,C0afe757a,32.2124,0.9412
W138503d3,C0fc6479c,37.8075,0.964991
W138503d3,Cf475c00e,36.6407,0.939403
W138503d3,C285d6a15,36.0305,0.965751
W138503d3,C06e3741b,29.5604,0.954371
W138503d3,C5856e6c6,41.2217,0.982424
W138503d3,C2ad19ca2,38.2802,0.982876
W138503d3,Cda08684b,38.3319,0.975564
W138503d3,Cc491bca1,22.8499,0.679934
W138503d3,Cd30ff169,27.9407,0.931179
W138503d3,C17bb909d,37.4994,0.941587
W138503d3,C964a96f6,25.7243,0.849091
W138503d3,C7eb4a72a,18.3542,0.65212
W138503d3,C86371d9c,29.6918,0.953868
W138503d3,Ca6fb3f3c,27.2699,0.852124
W138503d3,C39f78915,26.9102,0.860007
W138503d3,Ce7286a81,37.9136,0.966687
W138503d3,C8892128a,47.264,0.994721
W138503d3,Cbff6afbf,29.515,0.913939
W138503d3,Cb569c301,49.1258,0.994704
W138503d3,C097e42ca,22.4809,0.831046
W138503d3,C79722f9b,47.749,0.992578
W138503d3,C9b0842a0,39.7915,0.980377
W138503d3,C8f4072a5,38.4241,0.981275
W138503d3,C2fc948ac,41.3678,0.979461
W138503d3,C7ed08632,38.783,0.969975
W138503d3,C122190ad,30.4938,0.911989
W138503d3,Cd8e95e6c,22.0314,0.838753
W138503d3,Cd3657d00,48.3636,0.992738
W138503d3,C351ef469,35.6729,0.942822
W138503d3,Ca74d0079,37.6231,0.9465
W138503d3,C98c99891,32.9774,0.909479
W138503d3,Cb262f02e,28.2313,0.936398
W138503d3,C3d16982f,47.4796,0.991878
W138503d3,C32c97b00,28.6703,0.952819
W138503d3,C700a60cb,18.9071,0.718326
W138503d3,C6333d2f8,47.9728,0.9933
W138503d3,C3c95dd54,38.188,0.954627
W138503d3,Cc16506e8,28.9641,0.880203
W138503d3,Cdef898ac,29.5871,0.917565
W138503d3,Cbe73dd97,38.7257,0.969574
W138503d3,C97706a17,33.1432,0.906807
W138503d3,Cc769a0f0,18.9314,0.753152
W138503d3,C4d4a8847,37.5595,0.963457
W138503d3,C06e91e25,47.9638,0.992928
W138503d3,Cd4d1895e,38.4847,0.962166
W138503d3,Cd79bce20,26.0358,0.833331
W138503d3,Cc59ad2a7,21.5625,0.745948
W138503d3,C866f55ee,38.2806,0.96431
W138503d3,Cd1ec04d7,33.6891,0.968879
W138503d3,C3539142a,25.2805,0.813849
W138503d3,C25c88170,38.6896,0.969855
W138503d3,C094598ae,27.5488,0.914187
