wiring,config,psnr,ssim,area,power,delay
Waf71c89e,C4cbc8692,29.7724,0.835417,2108.095544,1.3328,1.88
Waf71c89e,C2f035247,46.095,0.991186,2421.118631,1.523,1.65
Waf71c89e,C3a0c46e6,29.895,0.804551,1887.524544,1.075,1.55
Waf71c89e,C375a1053,35.7415,0.931561,2340.86833,1.5476,2.08
Waf71c89e,C0d3db61b,38.0773,0.965508,2298.63133,1.4392,2.13
Waf71c89e,C5c81734b,29.1529,0.856159,2308.017341,1.4489,1.84
Waf71c89e,Cae8a00ea,38.6726,0.974896,2437.074831,1.5564,1.93
Waf71c89e,Ce8a225eb,45.4524,0.994373,2346.49994,1.6414,2.07
Waf71c89e,C54c8e8c4,43.4911,0.985676,2316.464734,1.6,2.39
Waf71c89e,C5982e9ae,42.0007,0.984886,2310.833133,1.7799,1.79
Waf71c89e,C59ef768f,42.8648,0.986215,2533.750623,1.6475,2.07
Waf71c89e,C98eb29e6,31.3057,0.842384,2201.486233,1.3192,1.66
Waf71c89e,C466e6331,44.5799,0.987054,2173.328237,1.4325,2.68
Waf71c89e,C5cd6cc5a,48.8234,0.994743,2512.632125,1.6853,1.58
Waf71c89e,Cc89723bd,34.0276,0.929154,2261.556642,1.3838,1.91
Waf71c89e,C135e0abd,38.2687,0.969791,2318.811229,1.4406,2.03
Waf71c89e,C7e25c6ed,48.3321,0.993026,2400.469431,1.68,2.19
Waf71c89e,Cb1511f0b,34.1098,0.917353,2323.973541,1.3946,2.12
Waf71c89e,C65d2bc48,38.2937,0.957791,2365.271934,1.6052,1.78
Waf71c89e,C2397d023,47.923,0.993225,2509.347028,1.763,2.45
Waf71c89e,Ccb476f82,25.3335,0.917392,2338.991133,1.5425,2.81
Waf71c89e,C47b6ae28,37.2429,0.961049,2239.968835,1.4165,2.27
Waf71c89e,C67ecd9fb,40.6928,0.986149,2321.157741,1.6209,2.4
Waf71c89e,Cd48e6933,38.3496,0.962354,2384.043931,1.7427,1.98
Waf71c89e,C59bb9a8b,45.3811,0.990658,2407.508927,1.6044,3.23
Waf71c89e,C65aa7a7f,35.323,0.926994,2005.318846,1.2569,1.75
Waf71c89e,Cb1dd20f1,20.1854,0.647595,2107.62624,1.0894,2.24
Waf71c89e,C2a6e7a97,27.9348,0.834926,2089.792836,1.1458,1.8
Waf71c89e,C91c631c5,34.7841,0.939107,2023.621538,1.2321,2.04
Waf71c89e,C06f53e3b,27.9917,0.817331,2052.248838,1.2397,1.98
Waf71c89e,C59865b3b,35.5997,0.929394,2401.408035,1.4971,2.56
Waf71c89e,C179cb103,29.7388,0.819355,2191.630938,1.3463,1.72
Waf71c89e,C3341e30b,28.9779,0.830942,2411.732634,1.4466,1.8
Waf71c89e,C9345eb68,30.5371,0.82911,2193.508145,1.2156,2.27
W333b5190,C670d8d6d,48.5032,0.99548,2776.378716,1.9252,1.72
W333b5190,Cc03f18dd,21.7642,0.632378,2667.501119,1.8205,2.01
W333b5190,C16253119,33.7821,0.92418,2377.943028,1.5359,1.71
W333b5190,C857cbf1b,38.6638,0.954791,2773.562921,1.8434,1.94
W333b5190,C434fdcf2,37.2995,0.95224,2516.386527,1.7669,2.48
W333b5190,Cb4dd318d,45.5913,0.987135,2743.527717,1.9055,2.68
W333b5190,C14bf1e93,36.6701,0.964842,2436.605533,1.6112,2.05
W333b5190,C985aeee1,31.6286,0.901936,2266.249639,1.5116,1.87
W333b5190,Cf46df1ea,35.6376,0.962706,2648.259827,1.7276,2.34
W333b5190,C39ab55f1,29.0539,0.81224,2363.864031,1.6291,1.89
W333b5190,C545cd906,37.0326,0.940667,2303.324334,1.4185,2.19
W333b5190,C00fd9bd7,52.3342,0.997509,2947.203919,1.9933,2.12
W333b5190,C7a8ed97a,25.0906,0.911614,2294.407639,1.5512,2.07
W333b5190,Ceedabba3,38.2282,0.968947,2706.453019,1.8928,2.15
W333b5190,C4a92436c,19.2684,0.592385,2327.727933,1.2568,1.53
W333b5190,C3dcdedf9,45.9995,0.989697,2798.435819,1.9273,2.06
W333b5190,C7956105a,33.5929,0.920564,2341.33763,1.502,1.92
W333b5190,C38323f21,29.2284,0.863257,2583.96573,1.6967,2.29
W333b5190,Cb6954f12,29.0885,0.817559,2594.759625,1.6756,1.78
W333b5190,C393faa0b,38.4515,0.954648,2566.132323,1.6561,1.73
W333b5190,C46eae6c3,30.5092,0.868986,2519.671636,1.6595,2.05
W333b5190,C427d6c4a,30.299,0.901655,2718.185521,1.7026,2.27
W333b5190,C1ff60ae5,44.0845,0.983888,2977.239118,2.0823,1.83
W333b5190,C97b4367c,38.7793,0.953114,2628.549224,1.652,2.37
W333b5190,Cedd5be16,37.5322,0.944506,2559.562134,1.6457,1.73
W333b5190,C96d1a452,38.5119,0.949077,2741.181221,1.7713,2.3
W333b5190,C0633f228,27.992,0.823149,2411.263335,1.464,2.08
W333b5190,Cb9b46491,48.3323,0.993875,2778.255916,1.9156,1.72
W333b5190,Cdc12b337,45.3273,0.990142,3025.577013,2.0401,2.04
W333b5190,C74fc2c72,21.3667,0.626743,2213.218741,1.2884,2.04
W333b5190,Cb3038043,53.2088,0.997715,3024.169109,2.129,2.09
W333b5190,C5af1ee51,27.6815,0.803873,2422.057227,1.5106,1.93
W333b5190,Cf07f5d37,30.7205,0.900192,2457.724026,1.6414,2.15
W333b5190,C0d2c8e1b,36.8712,0.954614,2412.201927,1.3545,1.77
W333b5190,Cd29f625b,37.2947,0.959277,2499.961032,1.6812,2.19
W333b5190,C05b96993,28.2775,0.879954,2438.48273,1.4352,2.18
W333b5190,C6556b710,40.8578,0.97152,2740.711921,1.6496,2.64
W333b5190,C233bcfcd,36.9705,0.968195,2671.724831,1.7754,2.33
W333b5190,C933ab377,34.8048,0.965098,2437.074829,1.5055,2.18
W333b5190,C283f8caa,36.5207,0.960958,2511.224228,1.7402,2.01
W333b5190,C8100cae8,29.5383,0.853816,2306.60943,1.3107,1.99
W333b5190,C3f9e1750,40.718,0.981464,2886.194917,2.0741,2.05
W333b5190,C263c528a,20.3062,0.672337,2156.902746,1.238,1.94
W333b5190,C22158d25,33.9029,0.951239,2461.00913,1.5673,1.97
W333b5190,C552766f9,19.6187,0.62623,2493.390829,1.6493,2.13
W333b5190,C801bd797,25.2035,0.918023,2558.623523,1.8287,2.1
W333b5190,C078277c5,38.4399,0.972196,2789.049816,1.9614,1.94
W333b5190,Cbdea38dd,34.6351,0.939478,2542.198038,1.7017,2.58
W333b5190,Cb21df7b2,19.3921,0.617795,2692.374022,1.6795,1.83
W333b5190,C0f2e34cf,45.6579,0.988536,2855.690421,2.0501,2.6
W333b5190,C5ff03a8d,44.9282,0.988365,2751.036518,1.9686,2.0
W333b5190,Cd52d87a1,20.4361,0.726914,2704.575823,1.7124,2.01
W333b5190,Ce07e787a,28.4768,0.806177,2587.720126,1.6047,2.04
W333b5190,Cc5544862,36.3077,0.953167,2646.382621,1.7917,1.68
W333b5190,C65683e6a,29.5639,0.826851,2834.102615,1.8705,2.05
W333b5190,C69fb0afe,28.178,0.819697,2306.140131,1.4474,1.92
W333b5190,Ceb8783b3,46.1099,0.99075,2686.273122,1.8752,1.9
W333b5190,C3995be7d,37.6255,0.937106,2637.935223,1.7341,2.29
W333b5190,C0dff97c5,29.5625,0.827762,2714.431122,1.7561,2.11
W333b5190,C29bcc172,40.2537,0.97438,2519.202327,1.6528,1.69
W333b5190,C5fc03ef9,44.0975,0.983848,2953.774111,2.0589,2.14
W333b5190,C15597b82,34.472,0.913551,2632.772925,1.7652,1.79
W333b5190,C2ee24b59,33.7713,0.918093,2050.371642,1.2034,1.82
W333b5190,C325f967a,37.5272,0.946893,2453.969629,1.5433,1.79
W333b5190,Cfe49247a,36.8973,0.94486,2612.593029,1.596,2.0
W333b5190,C6de56f92,41.0032,0.975513,2686.74243,1.8334,2.57
W333b5190,C6d9ed5a4,22.0809,0.744326,2801.251623,1.7968,1.84
W333b5190,C6cd34cb8,48.7512,0.994559,3007.274309,1.9791,2.16
W333b5190,Cbc74f848,25.0872,0.907137,2534.219927,1.799,2.15
W333b5190,Cb7cfce9d,36.2441,0.947361,2320.219134,1.4916,2.2
W333b5190,Cc7052f81,36.2115,0.948389,2726.632921,1.7742,2.59
W333b5190,C9ed96c66,29.7719,0.874798,2210.402933,1.2387,1.63
W333b5190,Cfdd49d4c,29.7085,0.818274,2369.49564,1.5028,2.02
W333b5190,Cda4f517f,43.999,0.990237,2883.379128,2.1442,2.26
W333b5190,Cedbc4539,34.7509,0.92855,2733.203121,1.5931,1.86
W333b5190,Caaacd2b7,29.5586,0.797677,2731.325921,1.8167,1.73
W333b5190,C0d0dfa57,40.6312,0.979265,2637.935221,1.7737,1.93
W333b5190,C171ca271,30.3463,0.86789,2696.597722,1.6856,2.72
W333b5190,Ce1b975b0,37.2234,0.951295,2453.969629,1.5173,2.35
W333b5190,C6ec5a655,37.525,0.947666,2490.575033,1.7317,2.12
W333b5190,C1e950540,51.7358,0.99706,2943.918811,2.0654,1.74
W333b5190,C07253fcc,29.1055,0.81261,2454.43893,1.5385,1.78
W333b5190,C22d3914b,41.7143,0.987311,2161.126442,1.4387,2.05
W333b5190,C0ced6059,28.7712,0.848619,2420.180027,1.6403,1.95
W333b5190,C65e34ad2,41.2858,0.973216,2490.105725,1.6586,1.97
W333b5190,C9d52bdcd,50.8585,0.997158,2802.659523,2.0225,1.87
W333b5190,C92144aed,36.2712,0.966053,2452.56173,1.5059,2.01
W333b5190,C863af740,29.6053,0.828561,2396.715028,1.4472,1.89
W333b5190,C9896133f,38.2303,0.95144,2779.194524,1.9606,2.38
W333b5190,Cc29da6d5,37.0476,0.943178,2489.636429,1.5495,2.63
W333b5190,Cffe88580,37.0917,0.942692,2564.724424,1.6202,1.71
W333b5190,C56d46c6b,38.2981,0.951057,2551.114728,1.6948,2.26
W333b5190,C537df314,29.7991,0.79928,2512.162823,1.5669,1.59
W333b5190,Cb9a8b4ab,33.7153,0.907779,2276.104935,1.2393,1.76
W333b5190,C47dd8a4c,40.133,0.978959,2608.838625,1.6612,1.76
W333b5190,C8fc0eb06,38.3447,0.953361,2829.409626,1.9533,2.08
W333b5190,Cbc089b33,38.297,0.953059,2750.567221,1.9247,2.23
W333b5190,C7a1f490e,34.9499,0.942099,2650.60632,1.6349,1.83
W333b5190,C8b93f493,34.2842,0.966666,2919.045923,1.9573,2.09
W333b5190,C8b9410c7,29.1133,0.823545,2623.856228,1.7883,2.26
W82638a43,Cd735e05c,38.0317,0.980539,3281.814805,2.4158,2.21
W82638a43,C61511e09,39.4008,0.98543,3199.218014,2.0265,2.17
W82638a43,Cdc691364,35.7827,0.956752,3407.117897,2.2065,2.27
W82638a43,C4a36273d,28.2031,0.848594,3274.775309,2.1074,2.16
W82638a43,C65c0a9ce,34.0644,0.921493,3086.586011,1.8271,1.98
W82638a43,C3f176033,36.6726,0.976629,3223.621606,1.9214,2.01
W82638a43,C19edd8b0,29.1989,0.808373,3277.591105,2.0348,1.92
W82638a43,C71ced698,38.6531,0.98613,3379.429202,2.105,2.59
W82638a43,C0d3161da,28.6772,0.826373,2959.875019,1.801,1.76
W82638a43,C497fca84,34.7796,0.963971,2904.497614,1.9201,1.8
W82638a43,C2129f424,39.0244,0.983551,3163.551212,2.025,1.95
W82638a43,C97854dee,38.8997,0.987561,3279.937612,2.1241,2.83
W82638a43,C22a135eb,37.1738,0.981032,3495.815603,2.2571,3.07
W82638a43,C5f79f51b,38.4402,0.983184,3151.349409,2.109,2.14
W82638a43,C913d5ff0,37.7191,0.976587,3406.179301,1.9717,2.6
W82638a43,C1a4d70f7,35.4303,0.967968,2993.664613,1.8338,1.78
W82638a43,Cfe7e11c4,35.3642,0.937549,3048.103412,2.0167,2.76
W82638a43,C4ec409da,40.0209,0.990817,3554.478096,2.3763,2.24
W82638a43,Cfc62750f,33.3642,0.921917,2886.664218,1.6915,1.76
W82638a43,Cef0ab9f3,28.2354,0.80833,3057.958712,1.8382,1.75
W82638a43,C6c10bb1f,29.7948,0.918013,3253.18751,2.063,2.54
W82638a43,Ca66e1d06,34.1276,0.949744,3089.871112,1.9465,2.93
W82638a43,C866ff4bb,31.9182,0.894427,2914.352916,1.6776,2.4
W82638a43,C1a01bd13,22.1804,0.762363,2829.409615,1.4411,2.33
W82638a43,Cfaea76df,37.3988,0.977908,3276.652508,2.2019,3.09
W82638a43,C22017f62,34.5444,0.958986,3080.954415,1.9437,2.26
W82638a43,C0160f70f,33.8821,0.948411,2756.668129,1.5359,1.94
W82638a43,Cb7457a9e,28.5616,0.719071,3244.27081,2.0252,2.26
W82638a43,C6fb6f2b1,28.042,0.799919,3258.34981,1.8241,3.21
W82638a43,Cb944ec0b,39.4328,0.98724,3419.789005,2.3778,2.26
W82638a43,C0aa13681,33.9445,0.936387,3266.327903,1.8758,1.52
W82638a43,Caddc9657,39.8435,0.98984,3684.474194,2.7011,2.33
W82638a43,C60c7b997,38.1238,0.981592,3102.542214,1.969,2.49
W82638a43,C664e978d,37.2675,0.979749,2942.041615,1.7979,1.75
W82638a43,C6fc85025,37.9629,0.978677,3072.037722,2.1685,2.69
W82638a43,Caf8024d1,38.3216,0.98128,3212.358406,1.9715,2.63
W82638a43,C7f277227,33.9431,0.941787,2970.199614,1.6776,1.8
W82638a43,C19e74446,34.0992,0.938984,3495.815595,2.0219,1.68
W82638a43,C981f2f46,35.8509,0.954301,3464.372503,2.2324,2.32
W82638a43,C3a49cbe7,38.4934,0.982882,3178.568805,2.1728,1.78
W82638a43,Ca256b30c,34.5432,0.96621,3076.730708,2.0084,1.79
W82638a43,C5ff96290,29.0357,0.810441,2891.826517,1.7131,2.6
W82638a43,C6ced1fc5,32.1541,0.938813,2895.580917,1.6109,2.62
W82638a43,Ce208e1cf,35.2453,0.937646,3232.538314,2.1089,2.44
W82638a43,C87d76348,38.9347,0.985106,3339.069407,2.196,2.68
W82638a43,Cd6147892,35.7445,0.951527,2834.571922,1.9197,2.6
W82638a43,Cb0dd8038,28.7239,0.842275,2935.002119,1.7074,1.97
W82638a43,Ce36ebcb2,37.1366,0.976475,3408.995101,2.2864,2.48
W82638a43,C4f7b004b,39.4705,0.985827,3455.925099,2.1097,2.97
W82638a43,C413512e7,29.4063,0.810407,3240.98571,1.9362,1.95
W82638a43,Cf9ac1b2f,39.0788,0.988601,3248.025202,2.0686,1.86
W82638a43,Cea67802e,28.2866,0.851846,3357.372106,2.2109,2.16
W82638a43,C0c03730a,36.0867,0.966115,3014.313809,1.9637,2.73
W82638a43,C0fa78c9d,38.1822,0.984125,3286.038512,2.1955,2.6
W82638a43,Ca883bcc2,40.9322,0.985152,3048.572711,1.9493,2.76
W82638a43,C1c27dbee,38.9542,0.982626,3376.144102,2.1933,2.21
W82638a43,Cf51e3cfa,31.8875,0.894926,2835.041223,1.6905,2.39
W82638a43,C5d54293b,38.8505,0.985338,3617.364298,2.4804,2.12
W82638a43,Ccc05e108,32.8811,0.923972,2819.554319,1.6367,1.78
W82638a43,Cc4e74f6e,31.8708,0.905695,2873.523817,1.6286,2.47
W82638a43,Cc4f77af0,28.423,0.766965,3280.876212,2.0217,2.58
W82638a43,C021dfc59,38.0497,0.979365,3083.770208,1.8204,1.79
W82638a43,C10de8a87,36.6039,0.963471,3459.679504,2.3009,2.45
W82638a43,Cc6510999,38.0168,0.980985,3156.042409,2.0902,2.15
W82638a43,C90fdbeb7,39.0825,0.984751,3095.972013,2.1197,2.47
W82638a43,C184dfe9d,34.8195,0.962309,3259.757709,1.9081,2.03
W82638a43,C0ceea2e7,35.1805,0.944401,3173.875809,2.0651,2.48
W82638a43,C99607162,28.908,0.816121,3518.811294,2.2131,2.02
W82638a43,C4029f4d5,34.7008,0.954378,3174.345108,1.9146,2.11
W82638a43,C41f766a2,35.399,0.967591,3171.998612,2.0384,1.84
W82638a43,Cf1ce9a55,33.1578,0.942695,3065.936811,1.8629,2.12
W82638a43,C2ca6127a,35.6433,0.944169,3550.723697,2.3163,2.84
W82638a43,C7bad55b0,36.4646,0.972304,3245.678705,2.0324,2.25
W82638a43,Cfaac8683,33.8155,0.928733,3028.862113,1.8515,1.96
W82638a43,C97582604,32.2444,0.9132,2912.006419,1.644,1.93
W82638a43,C8c17c8e4,33.8257,0.940879,2756.668121,1.596,2.07
W82638a43,Caeea5c71,28.8374,0.804238,3396.793302,2.2507,2.24
W82638a43,Cdc662b86,39.2204,0.988207,3305.749104,2.1469,2.13
W82638a43,C781215e9,29.0099,0.821504,3002.581314,1.8065,2.11
W82638a43,Cc7ed36df,35.3484,0.944211,2928.431912,1.8891,2.28
W82638a43,C13f10014,35.4768,0.94509,3046.695512,1.7596,2.27
W82638a43,C1c74b0cc,37.4222,0.975007,3065.467508,2.1195,2.21
W82638a43,Ca2e526c2,34.0244,0.923638,3320.766707,2.0122,2.5
W82638a43,C2101a868,38.3748,0.981634,3068.752607,1.9291,2.37
W82638a43,C294dbd83,35.6276,0.943956,3612.671295,2.3511,3.11
W82638a43,C85e7bb94,34.3066,0.937391,2708.799522,1.6766,1.78
W82638a43,C0b36aaea,35.9517,0.96403,3370.043205,2.2326,1.8
W82638a43,Cebb5842e,27.2079,0.816493,3386.468706,1.9335,2.32
W82638a43,C9860fecd,35.79,0.957385,3562.456197,2.2139,2.01
W82638a43,C55e6214f,36.3741,0.973664,3086.11671,1.7631,2.05
W82638a43,Cfde7f698,33.5763,0.922315,3408.056501,1.9239,1.8
W82638a43,Cee6f744b,35.6237,0.938299,3164.959113,1.9669,1.78
W82638a43,C9357f978,40.0437,0.991043,3222.683003,2.2616,2.12
W82638a43,C62a113f5,28.0239,0.849996,3111.928218,1.7765,1.76
W82638a43,C4797350b,33.3255,0.917847,3582.166796,2.1733,2.43
W82638a43,Cc072b2f8,35.5192,0.957432,3017.598914,1.9076,1.79
W82638a43,C9ea53ad2,29.7959,0.794366,3112.39751,1.8355,1.8
W82638a43,C9fcbd9ff,36.5907,0.956401,3251.31031,2.0917,1.92
W82638a43,C0d77886e,40.4211,0.983269,3173.406508,2.2721,2.7
W82638a43,Ce2833e63,28.4468,0.801134,3166.367009,1.828,1.92
W7c41666b,C2ae55dce,33.7469,0.945256,1632.694651,0.9511,1.62
W7c41666b,C93d5730a,41.9654,0.987423,1858.427948,1.0888,1.79
W7c41666b,C360cdc2d,37.5774,0.959903,1433.711457,0.804,1.38
W7c41666b,Ce354c284,29.0425,0.839386,1478.294959,0.7726,1.84
W7c41666b,C137b7ab5,39.8286,0.975466,1934.45455,1.2028,1.94
W7c41666b,C700c6728,28.8811,0.829803,1466.562455,0.8129,1.39
W7c41666b,C289a3db7,47.8267,0.992921,1950.880048,1.2735,1.84
W7c41666b,C63b0aa17,32.9021,0.932381,1671.177251,0.9604,1.51
W7c41666b,Cf0673dcb,32.0285,0.933217,1753.774048,1.0594,1.4
W7c41666b,C6631e73f,38.4306,0.953369,1671.177254,1.0292,1.81
W7c41666b,C3af0f834,30.9692,0.948048,1345.013759,0.7517,1.4
W7c41666b,C9f62e71d,29.2343,0.87309,1496.597659,0.7919,1.69
W7c41666b,C969807ee,45.369,0.98946,1762.221447,1.1294,1.47
W7c41666b,Cdf884163,21.3241,0.847651,1378.803359,0.6972,1.48
W7c41666b,C225c8274,28.6137,0.816173,1563.238256,0.9477,1.76
W7c41666b,Cfdd9897e,46.7196,0.992967,1801.64265,1.1867,1.46
W7c41666b,C839625bb,33.9596,0.945651,1732.186249,1.012,1.65
W7c41666b,Ca05102f6,23.5091,0.911056,1769.730251,1.0716,1.77
W7c41666b,C4d811ae5,35.566,0.941548,1698.865952,0.9234,1.48
W7c41666b,Cd0149077,29.4687,0.906615,1433.711456,0.7543,1.16
W7c41666b,C9077dbd1,34.6998,0.926136,1669.769353,1.024,1.5
W7c41666b,C4de90046,17.5327,0.562491,1364.255059,0.7086,1.65
W7c41666b,C07c0e5d9,27.7331,0.796625,1497.066958,0.7368,1.68
W7c41666b,Cd67de766,34.416,0.951334,1523.347754,0.8343,1.62
W7c41666b,C68814e43,38.2571,0.951874,1620.962153,0.9289,1.54
W7c41666b,Ca21b2b96,47.0405,0.991184,2009.073243,1.3144,1.72
W7c41666b,C32d3d683,45.0352,0.989338,1861.713044,1.1867,1.33
W7c41666b,C93341172,46.3241,0.991732,1842.471753,1.1482,1.82
W7c41666b,Ceb5b336f,9.00847,0.301241,1606.413859,0.8976,1.61
W7c41666b,Ce0708f59,42.1564,0.980999,1797.888246,1.1026,1.46
W7c41666b,C828dc11f,30.7045,0.871856,1566.054058,0.8406,1.87
W7c41666b,C71eedc9c,32.2729,0.915985,1444.974661,0.79,1.52
W7c41666b,C0b17c6eb,24.9858,0.610004,1782.40135,1.0643,1.94
W7c41666b,Cf196ade5,21.575,0.8585,1521.939857,0.8249,1.79
W7c41666b,Cf2d6ab1c,42.7984,0.98192,1814.78305,1.1159,1.72
W7c41666b,Ccc428cfa,27.6996,0.815879,1288.228462,0.6323,1.55
W7c41666b,C9adfcf45,24.0572,0.602414,1362.377867,0.641,1.73
W7c41666b,Cca54f055,21.2815,0.877232,1630.817455,0.8943,1.53
W7c41666b,Cafaebf10,22.981,0.580984,1357.215563,0.6219,1.59
W7c41666b,Ccbff2b41,23.8757,0.907521,1552.444358,0.8428,1.5
W7c41666b,Ca89407f9,32.6741,0.922115,1506.922255,0.9026,1.47
W7c41666b,C97a2e742,31.2425,0.91633,1508.799454,0.801,1.71
W7c41666b,C77e527fb,39.8076,0.982565,1781.46275,1.1291,1.64
W7c41666b,C9c8de418,24.3746,0.584934,1583.418153,0.9065,1.63
W7c41666b,C2cd2c2ab,35.246,0.960005,1570.747053,0.8627,1.49
W7c41666b,Cd537fe62,30.046,0.940576,1332.342664,0.7116,1.94
W7c41666b,C57d95cd4,39.0165,0.957997,1880.485047,1.1338,1.77
W7c41666b,Cd7ce36c9,44.6233,0.987429,1770.668847,1.118,1.62
W7c41666b,Ce85f6ff5,38.2592,0.974905,1584.82606,0.9354,1.82
W7c41666b,Cae86fcb9,33.9914,0.948362,1358.154163,0.7265,1.74
W7c41666b,Cc78fe5ca,45.9035,0.988199,1834.493648,1.1926,1.71
W7c41666b,C8157c27e,33.6235,0.930858,1821.353245,1.0253,1.44
W7c41666b,Ccdd11bea,36.783,0.967732,1707.313353,0.9687,1.79
W7c41666b,C7214ff5c,27.6285,0.833007,1428.549161,0.8337,1.78
W7c41666b,Cc86c3ceb,51.8593,0.99671,2015.64344,1.316,1.58
W7c41666b,Ca6785501,33.1059,0.924849,1722.800251,0.9354,1.71
W7c41666b,Cc593e363,22.1037,0.83281,1438.873765,0.7253,1.77
W7c41666b,C46aeab16,32.6701,0.914039,1514.900362,0.8271,1.85
W7c41666b,C849de2b4,19.4525,0.745972,1198.122869,0.5651,1.6
W7c41666b,Cfdac8206,18.3203,0.688682,1388.189362,0.7067,1.52
W7c41666b,C67b6b470,40.1144,0.974895,1645.365754,1.0065,1.49
W7c41666b,Ccf3cfae3,16.5235,0.540808,1568.400557,0.78,1.46
W7c41666b,C5081476a,25.6699,0.848075,1177.942965,0.511,1.44
W7c41666b,C68d6dfba,33.6248,0.91728,1583.887456,0.8843,1.58
W7c41666b,Cd5ffcbc3,38.386,0.966978,1540.242555,0.8383,1.41
W7c41666b,C5dbc388c,35.6232,0.947096,1704.497552,1.0145,1.77
W7c41666b,C29104106,24.9402,0.681876,1547.751358,0.7893,1.7
W7c41666b,C4708aa36,33.9419,0.914551,1577.317256,0.8563,1.68
W7c41666b,Cf25f574d,33.7517,0.948189,1805.866345,1.085,1.62
W7c41666b,C13cf11bf,35.0641,0.949939,1485.334455,0.8032,1.64
W7c41666b,C803101e5,33.5438,0.924485,1478.294955,0.8381,1.46
W7c41666b,Ceac17eaf,8.93447,0.296673,1670.70795,0.9801,1.42
W7c41666b,C05c055e1,20.4903,0.849166,1317.325065,0.641,1.51
W7c41666b,C6bf6011c,39.8749,0.960263,2025.49874,1.3476,1.54
W7c41666b,Ccd070c3a,34.4227,0.9205,1623.777955,1.0863,1.68
W7c41666b,C9945741c,39.186,0.973289,1384.434959,0.7917,1.48
W7c41666b,C1e678115,33.548,0.928851,1764.567947,1.0925,1.57
W7c41666b,C86627915,38.0809,0.967523,1850.449849,1.0893,1.56
W7c41666b,Cceb4491f,36.122,0.955826,1459.05366,0.8728,1.47
W7c41666b,C8f2af780,28.1639,0.820426,1543.996953,0.8472,1.51
W7c41666b,C32a4c935,33.9037,0.969598,1592.334852,0.9711,1.89
W7c41666b,Cefb25967,38.411,0.969339,1699.804549,0.9574,1.48
W7c41666b,C5eaabc75,33.4225,0.929526,1797.418954,1.0685,1.88
W7c41666b,Cf4aff0e8,19.7486,0.687083,1366.601567,0.5914,1.84
W7c41666b,Cc1c4ecc3,33.3152,0.927857,1812.905849,1.0415,1.77
W7c41666b,Cac188be8,39.1072,0.958198,1788.97155,1.0852,1.73
W7c41666b,C83314266,43.1522,0.984899,1825.576945,1.1644,1.53
W7c41666b,C6fe160b9,28.414,0.883343,1711.067756,0.9632,2.15
W7c41666b,Cf361e842,29.0905,0.831256,1628.940255,0.9397,1.54
W7c41666b,C9baddaa2,17.8651,0.757836,1498.944159,0.8443,1.48
W7c41666b,Cddc1e92e,39.7244,0.958946,1739.695047,1.022,1.48
W7c41666b,C3de3bbe6,41.2445,0.973983,1578.725156,0.961,2.01
W7c41666b,C2add3b0f,27.6544,0.811184,1341.259363,0.6221,1.57
W7c41666b,Cb67b698b,27.7817,0.838581,1525.694261,0.8684,1.98
W7c41666b,C6e30e247,33.3378,0.925897,1572.624252,0.9462,1.74
W7c41666b,C8a4a2239,22.988,0.855741,1320.140863,0.6354,1.34
W7c41666b,C94206a88,35.5437,0.966309,1611.106852,0.8757,1.41
W7c41666b,Ce0722f3d,39.8857,0.972755,1930.230841,1.1533,1.57
W7c41666b,Cff37d9c8,24.0385,0.913182,1724.208152,1.0199,1.92
W7c41666b,C3aa82423,28.8965,0.824989,1699.804556,1.0151,1.76
W039f48ed,Cdc2e047d,41.5035,0.976816,3030.739312,1.8629,1.95
W039f48ed,C61e2b2e3,29.1932,0.895231,2659.053731,1.6404,2.18
W039f48ed,Cb872c54b,32.9441,0.90977,3057.958711,1.8975,2.65
W039f48ed,Cb33d7b20,31.6837,0.863871,3132.577409,1.9249,2.11
W039f48ed,Cf88dc174,39.2141,0.963679,3194.525004,2.2223,2.25
W039f48ed,C00210681,41.8435,0.984527,3057.958712,1.8757,2.16
W039f48ed,Cc03961b6,40.3436,0.96338,3257.411214,2.262,2.21
W039f48ed,C7161918f,39.7918,0.957737,3377.082713,2.2685,2.24
W039f48ed,C7a0c15be,42.9325,0.98569,3225.029511,2.3805,2.24
W039f48ed,Ceaaac2da,44.326,0.984021,3416.034605,2.346,2.15
W039f48ed,Cdbe2dd8e,44.6571,0.986893,3491.591902,2.3751,2.74
W039f48ed,C2833c4a6,42.7399,0.982551,3362.534409,2.603,2.25
W039f48ed,C6bf99318,39.0052,0.970461,3559.640397,2.3791,2.08
W039f48ed,Cc22e4d54,29.459,0.808652,2659.053724,1.6749,2.01
W039f48ed,C8040e537,43.0165,0.981609,2966.445214,1.8808,2.55
W039f48ed,C29b62cdc,38.8616,0.965169,2907.313413,1.9597,2.54
W039f48ed,C7af0c174,36.8857,0.939595,2901.681824,1.8056,2.3
W039f48ed,C8cd6762c,36.7954,0.966633,3044.818312,2.1676,2.64
W039f48ed,C5693aa48,45.58,0.989259,3263.981406,2.3774,2.27
W039f48ed,C9093ad1a,37.3311,0.952846,2810.637616,1.7858,1.92
W039f48ed,C28d9345a,39.8443,0.969308,3176.222308,2.111,2.41
W039f48ed,C39272105,41.5339,0.979423,3180.446015,2.2238,2.2
W039f48ed,C9f03a25d,38.7473,0.96679,2922.331015,1.7213,2.46
