wiring,config,psnr,ssim
Wcf4c5402,C1f3f15a2,46.5672,0.990929
Wcf4c5402,Cf28d48cd,33.4015,0.973857
Wcf4c5402,C00634ec2,36.8815,0.946749
Wcf4c5402,C579d0e67,28.958,0.956936
Wcf4c5402,C23415fce,54.4887,0.99802
Wcf4c5402,C85fe4591,42.9746,0.979003
Wcf4c5402,Ca6231896,52.0583,0.99671
Wcf4c5402,Cd2792198,37.3474,0.973859
Wcf4c5402,C1d919527,39.1748,0.974318
Wb142a1ca,C0c8d55b3,36.3607,0.970749
Wb142a1ca,Cb70984d8,41.2738,0.981668
Wb142a1ca,C3b0c78e9,45.5599,0.993002
Wb142a1ca,C7211c65e,43.3822,0.99033
Wb142a1ca,C20b6af2c,40.347,0.97514
Wb142a1ca,C57f58753,36.3911,0.955809
Wb142a1ca,C4915da00,34.4925,0.953851
Wb142a1ca,C6a012a94,34.7212,0.927404
Wb142a1ca,C14f6ab48,28.5266,0.938836
Wb142a1ca,Ce113c31f,34.2224,0.920425
Wb142a1ca,Cb9ebd362,36.5662,0.933301
Wb142a1ca,Cea3f1b21,41.136,0.977919
Wb142a1ca,Ca6ca01dc,41.2424,0.981971
Wb142a1ca,C00789489,40.4835,0.975003
Wb142a1ca,C53f1eb0e,28.4192,0.941349
Wb142a1ca,C0dd892d9,43.336,0.986663
Wb142a1ca,C152cb6d4,42.8283,0.985261
Wb142a1ca,Ca7d7d028,42.5798,0.985861
Wb142a1ca,Ca03ad1e9,36.1462,0.971741
Wb142a1ca,Ce29ff536,42.3768,0.985185
Wb142a1ca,C8f92f1f6,44.4008,0.990986
Wb142a1ca,Ce3394278,45.5607,0.993341
Wb142a1ca,Cdb1df29a,40.3377,0.976636
Wb142a1ca,C9881b78b,35.9241,0.955326
Wb142a1ca,C6aea20f5,32.1413,0.947513
Wb142a1ca,C654569eb,31.1694,0.934808
Wb142a1ca,Ca0aa3765,43.3934,0.9878
Wb142a1ca,C0a7e3af1,39.9314,0.981708
Wb142a1ca,Cfa35c1a2,45.5363,0.991917
Wb142a1ca,C4d2d0d54,37.8729,0.956415
Wb142a1ca,C370711df,33.8394,0.938468
Wb142a1ca,C5fee07f2,42.3743,0.988181
Wb142a1ca,Cb3bea5b2,43.1347,0.985883
Wb142a1ca,Cea40d8b4,38.7597,0.969069
Wb142a1ca,C029aa8f0,34.8592,0.932937
Wb142a1ca,C2810f694,42.5036,0.983944
Wb142a1ca,Cd992f420,37.7122,0.978782
Wb142a1ca,Ce98c9ea0,42.8952,0.984852
Wb142a1ca,C34c10dc5,42.6414,0.983081
Wb142a1ca,C15537482,31.906,0.927866
Wb142a1ca,C9fb138d7,37.6872,0.969155
Wb142a1ca,C7d96088d,46.8426,0.995137
Wb142a1ca,C2d46e98d,41.076,0.97579
Wb142a1ca,Ce3a3f93d,45.0454,0.991031
Wb142a1ca,Cb527dde7,37.1902,0.950019
Wb142a1ca,Cad8429f5,42.1749,0.984202
Wb142a1ca,C1b01b597,42.4243,0.98332
Wb142a1ca,C7df54563,43.6384,0.988388
Wb142a1ca,C728fd506,38.1014,0.974036
Wb142a1ca,C5245250e,43.5474,0.985855
Wb142a1ca,C06374689,35.0674,0.955112
Wb142a1ca,C9d4d17d7,44.8917,0.991539
Wb142a1ca,Cf2fc022a,45.3113,0.99148
Wb142a1ca,C5f60cfb5,44.6018,0.990562
Wb142a1ca,C2f5101e9,41.5808,0.982269
Wb142a1ca,Cf5051585,42.2858,0.987594
Wb142a1ca,Ce937fd46,35.3772,0.940288
Wb142a1ca,Cb7d8a668,37.4267,0.951699
Wb142a1ca,C954d5779,46.4916,0.994501
Wb142a1ca,C6ba64ded,37.0411,0.955073
Wb142a1ca,C83bfef40,42.8613,0.983043
Wb142a1ca,Cde56c9a3,37.8405,0.972796
Wb142a1ca,Ca1703262,29.8945,0.922463
Wb142a1ca,C7b7c7d4e,36.824,0.952433
Wb142a1ca,Cc92ee9fc,37.1322,0.952068
Wb142a1ca,C90148f69,37.6197,0.975749
Wb142a1ca,Cfb5f3fe5,36.2545,0.951233
Wb142a1ca,C3b7eea72,42.7692,0.989034
Wb142a1ca,C1ea1b1bb,39.9044,0.976131
Wb142a1ca,Cf6348ee0,33.6942,0.982141
Wb142a1ca,C774b682b,40.4218,0.975758
Wb142a1ca,C3c63a9da,37.7589,0.970008
Wb142a1ca,C1e5cee15,41.861,0.982039
Wb142a1ca,C8721d3ed,42.5946,0.984974
Wb142a1ca,Cde5acd86,37.4016,0.961005
Wb142a1ca,C0e021038,37.0121,0.945616
Wb142a1ca,C47a75c4d,41.993,0.987788
Wb142a1ca,C3996484d,37.2202,0.948663
Wb142a1ca,Ce50e090d,41.5623,0.981182
Wb142a1ca,C39aed78e,39.5995,0.977166
Wb142a1ca,Cc5b565ba,42.6624,0.984543
Wb142a1ca,Cec0976e9,42.0193,0.979503
Wb142a1ca,C1ce3fb0d,37.0266,0.937589
Wb142a1ca,C39b676f4,45.4349,0.992852
Wb142a1ca,Cbe4487a0,36.6025,0.944838
Wb142a1ca,Cbcf9f432,45.3268,0.991016
Wb142a1ca,C22050fad,43.7672,0.989078
Wb142a1ca,Cf6a74600,35.3112,0.964936
Wb142a1ca,Ca497d232,36.939,0.96403
Wb142a1ca,C371b8d77,41.899,0.984162
Wb142a1ca,C91aed8e5,38.784,0.967631
Wb142a1ca,Cc4a69ef4,42.3244,0.986835
Wb142a1ca,C9a3e0568,29.2375,0.955418
Wb142a1ca,C592e9b6f,43.7462,0.986227
Wb142a1ca,C30b2f2e7,37.4814,0.9605
Wb142a1ca,C57976162,42.1413,0.983284
Wb142a1ca,Cc889a8ec,38.4733,0.972183
Wb142a1ca,C72b38bef,42.3122,0.98782
Wb142a1ca,C53cfdb21,42.0704,0.988687
Wb142a1ca,C8ecf28c8,39.6566,0.970531
Wcdea9331,C278c8abc,50.9985,0.996758
Wcdea9331,C5ae820ce,45.1588,0.988762
Wcdea9331,C3290fdc7,40.7388,0.980578
Wcdea9331,C670109a0,43.323,0.984555
Wcdea9331,C91669db1,47.4796,0.994162
Wcdea9331,C55168e9b,36.9039,0.969829
Wcdea9331,Cf2f58ca6,42.8959,0.989444
Wcdea9331,C84cd0e8b,46.1214,0.995789
Wcdea9331,C97c1adbf,39.8369,0.979469
Wcdea9331,C2e8f2b15,32.2892,0.911123
Wcdea9331,C399aec66,45.2874,0.992728
Wcdea9331,C818689f9,38.353,0.985415
Wcdea9331,C5894987d,28.4888,0.887306
Wcdea9331,C7ba3fb33,37.6697,0.949154
Wcdea9331,Ca50af3a3,42.0942,0.987633
Wcdea9331,Ccae41be3,34.2137,0.900643
Wcdea9331,C303ab3ee,45.6778,0.993742
Wcdea9331,C2fd37f78,37.9509,0.960899
Wcdea9331,Cd8cb9952,38.5593,0.976959
Wcdea9331,C07b18bb4,49.6739,0.996035
Wcdea9331,Ce5cd110c,38.053,0.974112
Wcdea9331,Cf3da365e,45.5044,0.992644
Wcdea9331,C8eae84d4,43.0495,0.989666
Wcdea9331,C93e54dd3,40.1445,0.983431
Wcdea9331,Cea3de015,40.6486,0.982574
Wcdea9331,C900c57ec,38.7969,0.974847
Wcdea9331,C0fbc2215,37.915,0.948751
Wcdea9331,Cf963ff62,44.5892,0.988736
Wcdea9331,Cbbea7cc1,43.4208,0.995221
Wcdea9331,C16630703,37.1078,0.936796
Wcdea9331,C223d68a1,38.4159,0.966171
Wcdea9331,C40dc02d6,38.0355,0.960811
Wcdea9331,C8964495b,37.4628,0.94577
Wcdea9331,Cf8ebf7bc,38.0859,0.97523
Wcdea9331,C1a45cd7e,42.7683,0.981649
Wcdea9331,C162745b1,38.5415,0.977745
Wcdea9331,C16cf809e,28.5401,0.811865
Wcdea9331,C88359123,36.3636,0.927108
Wcdea9331,Cc5644e82,39.8466,0.9806
Wcdea9331,Cd2ce80df,39.4847,0.97503
Wcdea9331,Cf08feea4,37.5234,0.945165
Wcdea9331,C68d68e05,50.1086,0.996167
Wcdea9331,Cb6a15d56,29.4014,0.975819
Wcdea9331,C9563034a,37.3335,0.941652
Wcdea9331,C02d59d8b,40.1373,0.982502
Wcdea9331,Cb24d95cb,43.629,0.983798
Wcdea9331,C37476a73,52.0391,0.997004
Wcdea9331,C915c671b,40.7235,0.979347
Wcdea9331,Cfe2e46ee,26.2337,0.937817
Wcdea9331,Cb2eab9e7,29.2109,0.974235
Wcdea9331,Cc2c1f8c1,42.5755,0.986902
Wcdea9331,C4010c7e5,27.5183,0.888308
Wcdea9331,Ce38d0b5b,44.2727,0.992762
Wcdea9331,Cdf8c4834,37.3642,0.967743
Wcdea9331,Cf0fb258d,45.0268,0.990049
Wcdea9331,Cd350999e,40.3732,0.980112
Wcdea9331,C302b31f5,44.1309,0.990826
Wcdea9331,C1487dd43,39.9772,0.982894
Wcdea9331,Ca1b474e3,27.676,0.783124
Wcdea9331,Ccf20a24e,37.7083,0.962413
Wcdea9331,C8d8d637d,47.8162,0.993622
Wcdea9331,Ca6195e0a,45.3434,0.992884
Wcdea9331,Cc3206b10,50.1715,0.996118
Wcdea9331,C06ce22a3,36.3671,0.944242
Wcdea9331,C44371827,45.7073,0.988909
Wcdea9331,C1238d8b8,46.1738,0.993848
Wcdea9331,Cbf674f91,40.6646,0.973841
Wcdea9331,C925d27dd,42.3678,0.982276
Wcdea9331,C0e815cbf,44.9922,0.986117
Wcdea9331,Ca797607b,27.3259,0.846101
Wcdea9331,Cb9661430,29.4106,0.973898
Wcdea9331,Cdcbb4986,41.7634,0.982681
Wcdea9331,C222527bd,30.5325,0.969441
Wcdea9331,C12b2d0d2,42.1276,0.979859
Wcdea9331,C68e602fd,45.2521,0.987675
Wcdea9331,C97b3a1ae,38.8807,0.974722
Wcdea9331,C30736683,42.5401,0.982067
Wcdea9331,C52f15849,29.6254,0.969803
Wcdea9331,C1ed73dbe,44.5498,0.985918
Wcdea9331,C63f3f9d2,37.9583,0.977028
Wcdea9331,Cb8b2dc87,46.6201,0.993938
Wcdea9331,Cf4cd073e,49.1773,0.994525
Wcdea9331,Cfca307cf,47.2144,0.992416
Wcdea9331,C557dd543,47.5026,0.993964
Wcdea9331,C1504d139,37.3822,0.953831
Wcdea9331,C92e07b41,42.1041,0.978372
Wcdea9331,C58c223fd,40.798,0.981294
Wcdea9331,C3febe414,35.9976,0.964964
Wcdea9331,C15886fd1,45.0056,0.986436
Wcdea9331,C4c92fce2,47.2942,0.992113
Wcdea9331,C11b3f637,39.4969,0.980205
Wcdea9331,C595179c4,36.8617,0.947723
Wcdea9331,C3868d0e2,42.5916,0.978412
Wcdea9331,Ce21f7477,47.706,0.996556
Wcdea9331,C9e49c88d,45.117,0.99023
Wcdea9331,Ca4ccf336,35.8069,0.926116
Wcdea9331,C411681ff,41.258,0.974163
Wcdea9331,C28be657f,49.0241,0.995061
Wcdea9331,C774a0863,37.5282,0.950814
Wcdea9331,C65def918,45.5477,0.993674
W100cf043,C508ae06f,44.0443,0.988939
W100cf043,C3baed9c4,45.2306,0.992639
W100cf043,C84d94f02,42.3159,0.979501
W100cf043,C04750b2f,53.5317,0.997581
W100cf043,C73e1d8f7,40.6048,0.977236
W100cf043,C0693738d,34.1965,0.958733
W100cf043,Ca8c5944a,50.5582,0.996473
W100cf043,C36d8aa9e,37.8413,0.97127
W100cf043,Cc3040493,47.6381,0.99297
W100cf043,Cb043cc2f,45.7456,0.991319
W100cf043,C5e2dc39a,42.45,0.984966
W100cf043,Ce59dd052,35.7309,0.9527
W100cf043,C7a5e4b0b,48.0914,0.996005
W100cf043,C60c7a7ff,48.263,0.993863
W100cf043,C2d1b6057,43.914,0.987537
W100cf043,Ce6fd00d9,36.6625,0.952427
W100cf043,C538a6820,36.9777,0.972165
W100cf043,Cb08cd069,46.9499,0.992098
W100cf043,C8704a9b8,41.2448,0.979108
W100cf043,Ce230de37,55.0857,0.998356
W100cf043,Cfeef8fa4,37.2339,0.96007
W100cf043,C5a1f8e99,44.9923,0.985919
W100cf043,C1175d934,43.4242,0.986871
W100cf043,Ca0b77ed1,36.7741,0.952924
W100cf043,C82360b0d,42.8111,0.990222
W100cf043,C9b7239c3,41.5008,0.980304
W100cf043,C691ef5f0,44.7061,0.990451
W100cf043,C7bb1844a,48.4092,0.994737
W100cf043,C6107abe9,45.5131,0.98921
W100cf043,Ca30766d9,42.4648,0.98405
W100cf043,C1acd465b,34.6177,0.943462
W100cf043,C9fb0282f,41.6833,0.977838
W100cf043,C5d5f72c8,42.8875,0.98613
W100cf043,Cc9b987bf,45.4383,0.992811
W100cf043,C29c8fe64,35.8943,0.945786
W100cf043,Cb0faf465,47.0473,0.993037
W100cf043,Cf9adc0c8,41.5773,0.97809
W100cf043,C8b96769f,42.3592,0.980118
W100cf043,C2188a1b8,46.3098,0.994624
W100cf043,C2c2c5882,42.5306,0.98756
W100cf043,Ce8b2549c,45.4243,0.989019
W100cf043,Cbf9c1167,45.4397,0.987717
W100cf043,Cc743a9d7,49.9044,0.996015
W100cf043,C2c3e4cb9,45.3059,0.986884
W100cf043,Cc3539dee,35.5237,0.939765
W100cf043,C0276fb9a,45.2999,0.988664
W100cf043,C070e5424,40.2258,0.985014
W100cf043,C68f6b557,42.4791,0.981698
W100cf043,Cc254db53,44.1858,0.98448
W100cf043,Ca051d385,49.282,0.99508
W100cf043,C5c71fd0f,46.2557,0.99279
W100cf043,C4c5c3f46,50.5577,0.99646
W100cf043,Cac1955be,40.6504,0.987537
W100cf043,Cbc7a2958,41.0142,0.988538
W100cf043,Ca07fc767,36.5218,0.971754
W100cf043,C669ac29a,41.2722,0.980786
W100cf043,Cd88ad515,37.1239,0.943668
W100cf043,C38310087,37.3324,0.968517
W100cf043,Cee873aba,49.3689,0.99658
W100cf043,Caf68f7bf,24.0825,0.874453
W100cf043,C706eece1,33.2724,0.983027
W100cf043,C96621be4,43.8645,0.993291
W100cf043,C2a57e170,44.9336,0.990359
W100cf043,C3e747cf6,41.2973,0.98049
W100cf043,C15f47567,28.3883,0.856385
W100cf043,C74d9b820,40.1872,0.980422
W100cf043,Cc34045f2,37.6903,0.963676
W100cf043,C3a22d8d1,44.7549,0.992732
W100cf043,Ccd77688b,36.6277,0.951198
W100cf043,C0926c961,42.7648,0.984294
W100cf043,Cdbc1a419,44.3194,0.987719
W100cf043,Cd1db8f3e,42.7115,0.98068
W100cf043,C50a4c829,50.1064,0.996005
W100cf043,C1551701b,44.7994,0.989366
W100cf043,C1f8a7e2d,36.2225,0.954407
W100cf043,C0d45d86c,26.5761,0.940587
W100cf043,C2ce974b4,43.2822,0.981231
W100cf043,C27afda76,36.8955,0.953796
W100cf043,C7f30a562,45.013,0.986582
W100cf043,C429da97a,43.6746,0.984967
W100cf043,C371e6ca7,45.959,0.989103
W100cf043,C03b95e51,44.6403,0.992174
W100cf043,C26ea5437,33.0611,0.973204
W100cf043,C4a34ba06,46.3653,0.99216
W100cf043,C7ba158a3,50.1811,0.997179
W100cf043,Ccd0ea384,42.1505,0.985883
W100cf043,C20edec8a,44.5009,0.988887
W100cf043,C8cb330c7,44.04,0.986537
W100cf043,C6374e3c3,38.682,0.964705
W100cf043,C144ab05d,35.2064,0.963311
W100cf043,Cce162718,46.1869,0.988592
W100cf043,C64113d5c,43.8277,0.992095
W100cf043,Ca541abf1,37.3806,0.954887
W100cf043,Cd4e185b5,26.6039,0.938604
W100cf043,C76b005cd,37.2892,0.937131
W100cf043,C48774400,29.2366,0.917855
W100cf043,Ca0cf2f5f,43.4808,0.984256
W100cf043,C5dc123bd,34.71,0.921884
W100cf043,C8e060236,37.4495,0.985386
W100cf043,Cd6cf4c59,44.0358,0.987395
Wd50b591d,C82dd74d4,34.8328,0.915965
Wd50b591d,C56b6b2a8,48.1498,0.993657
Wd50b591d,Cec28ff8c,45.2462,0.98849
Wd50b591d,Ccda29fd1,35.4476,0.949028
Wd50b591d,C09b88362,46.3887,0.99276
Wd50b591d,C7ff44bfe,36.8445,0.952029
Wd50b591d,Cdd439ee4,29.326,0.823983
Wd50b591d,Cece71b57,36.0199,0.941177
Wd50b591d,Ca7191abb,35.6544,0.960271
Wd50b591d,C01e189e9,43.6083,0.987472
Wd50b591d,C5bb44fdf,42.465,0.987401
Wd50b591d,C0c037f57,36.5016,0.955357
Wd50b591d,C34159814,51.6702,0.997171
Wd50b591d,C278783a8,43.7697,0.988959
Wd50b591d,C812749c0,49.5714,0.995314
Wd50b591d,C60531138,46.0505,0.990702
Wd50b591d,Ce7cad8ec,42.7782,0.986681
Wd50b591d,Cd6410672,37.1041,0.95893
Wd50b591d,C1da3964f,35.8003,0.926127
Wd50b591d,C7a9515a5,46.9533,0.992323
Wd50b591d,Caeee1dbd,48.5909,0.993712
Wd50b591d,C5248cf3b,38.4312,0.968696
Wd50b591d,Cfb4dc4dc,38.2211,0.975643
Wd50b591d,C2222bee2,39.124,0.97171
Wd50b591d,C8dfa25ff,37.6534,0.980524
Wd50b591d,Cca23c183,49.9484,0.996787
Wd50b591d,Cbb64dcaa,40.5797,0.980102
Wd50b591d,Ca34afae8,37.5889,0.941659
Wd50b591d,Cd28c3ab6,39.0323,0.980479
Wd50b591d,C6bd3f0c3,51.3288,0.996923
Wd50b591d,C3bcdedb5,35.4001,0.953829
Wd50b591d,C30a5e6ad,37.8546,0.980651
Wd50b591d,C2ef3e870,43.5197,0.987468
Wd50b591d,C29c7eb47,40.3581,0.976873
Wd50b591d,C4bd47539,29.1095,0.885698
Wd50b591d,C90cb1979,49.899,0.996073
Wd50b591d,Ca57d0e60,35.0722,0.921421
Wd50b591d,C00e4fefa,27.6507,0.936363
Wd50b591d,Ce0fda4d3,49.9423,0.9966
Wd50b591d,Cd5f73005,42.2849,0.982475
Wd50b591d,C350edcc9,42.9863,0.983503
Wd50b591d,C6950fbc4,41.6076,0.977479
Wd50b591d,C0d3d87d7,37.039,0.950386
Wd50b591d,C9e3ffd12,40.6796,0.977496
Wd50b591d,Ca4c38662,36.7394,0.935753
Wd50b591d,C500eeb50,42.6026,0.989142
Wd50b591d,C84f30161,27.8742,0.880005
Wd50b591d,C5bb2d1d1,49.3139,0.995256
Wd50b591d,C57569cb9,46.1236,0.989007
Wd50b591d,Cd110d408,46.4728,0.989395
Wd50b591d,C20d1d935,44.9127,0.988032
Wd50b591d,C6e00d07c,44.8891,0.987578
Wd50b591d,Ca6546f36,42.6872,0.986071
Wd50b591d,Ca455adb5,40.2697,0.976818
Wd50b591d,C89de2aa0,43.0598,0.989367
Wd50b591d,C37ec5ec3,38.5019,0.973503
Wd50b591d,C27164b75,48.4845,0.994815
Wd50b591d,C49acd4ca,51.7908,0.997077
Wd50b591d,C5e7b503d,42.5193,0.981215
Wd50b591d,C6329cc87,44.3577,0.987353
Wd50b591d,Cb1563bf8,45.6221,0.988837
Wd50b591d,Ce436f1fc,41.8778,0.98716
Wd50b591d,C8ec1c40d,44.8524,0.98753
Wd50b591d,Cc937e5ee,41.2769,0.977034
Wd50b591d,C2d79ff9e,36.9631,0.959485
Wd50b591d,C2255fd57,44.1426,0.987684
Wd50b591d,C3f82688c,38.4279,0.966744
Wd50b591d,C8701d6a3,26.9949,0.871892
Wd50b591d,Cc6515e7c,41.9996,0.985568
Wd50b591d,Cf04b2a73,44.0038,0.984022
Wd50b591d,Ccd05f847,37.3128,0.968804
Wd50b591d,C84976e60,49.2847,0.994537
Wd50b591d,C690e6cb3,49.5811,0.995016
Wd50b591d,C491dbbac,38.8732,0.979608
Wd50b591d,Cf2051d27,38.316,0.966099
Wd50b591d,C255a9bf1,45.7909,0.994369
Wd50b591d,C661b66a8,38.7405,0.971786
Wd50b591d,Ca677c571,44.6899,0.986691
Wd50b591d,C1afd8308,50.6908,0.996027
Wd50b591d,C88482f28,50.1095,0.995368
Wd50b591d,Cceb40b14,41.8466,0.987452
Wd50b591d,C224895d6,36.4343,0.929833
Wd50b591d,C072a2c5a,41.0755,0.977968
Wd50b591d,C9cc0bf4c,36.8579,0.947703
Wd50b591d,Cf0f7bf6a,49.2747,0.99508
Wd50b591d,Ca62ae68f,44.7774,0.987458
Wd50b591d,C060a8a52,37.1946,0.955022
Wd50b591d,C81cefb61,45.177,0.987667
Wd50b591d,C55671920,36.6223,0.943589
Wd50b591d,C436450c3,28.3822,0.897775
Wd50b591d,C956586fb,36.9527,0.957077
Wd50b591d,C91dfaa88,52.1853,0.997021
Wd50b591d,C99b92ba2,26.9311,0.945471
Wd50b591d,C5caf1474,32.3625,0.928493
Wd50b591d,Cb1a25675,51.9831,0.996956
Wd50b591d,Ce71e3bbc,45.3376,0.993429
Wd50b591d,Cd8265757,34.7364,0.927626
Wd50b591d,C52873d3d,35.8822,0.948648
Wd50b591d,C18709d9e,27.9317,0.935544
Wd50b591d,Ce754b468,49.191,0.994318
W91976c77,C8bc08240,33.1669,0.946365
W91976c77,C2205e456,37.9645,0.960876
W91976c77,Cba33e02a,38.1522,0.974931
W91976c77,C57889510,43.0999,0.984916
W91976c77,C94857bf2,41.2074,0.983516
W91976c77,Cf1b41d3e,44.7913,0.988573
W91976c77,C48458b82,41.1302,0.975703
W91976c77,Ce1b7a94a,42.6474,0.981414
W91976c77,C576646bc,37.3293,0.960402
W91976c77,C935b26f3,47.6373,0.993954
W91976c77,Ca31d6b44,43.6038,0.987903
W91976c77,C3618d1c3,34.4095,0.955345
W91976c77,Cc9d9a5f1,46.5862,0.991827
W91976c77,Ca278b9ff,37.0565,0.955413
W91976c77,Cda046c0a,37.7407,0.960768
W91976c77,C4ff21c3f,41.6254,0.982536
W91976c77,C34c9fc4a,45.4358,0.991202
W91976c77,C45c33e46,42.8529,0.98751
W91976c77,C5230a7ad,44.4346,0.988963
W91976c77,C9c3cf488,42.4688,0.982351
W91976c77,Cee48e4ee,48.3118,0.993612
W91976c77,Ce325cb2a,41.6859,0.98536
W91976c77,Ca37202bb,35.3746,0.930794
W91976c77,C704565ca,36.9366,0.959072
W91976c77,Ce59d37df,42.1925,0.988864
W91976c77,C71377f98,29.0107,0.918783
W91976c77,Ca58592b3,39.2583,0.974925
W91976c77,C126e51aa,42.2986,0.981275
W91976c77,Cbee18eb1,37.437,0.980451
W91976c77,C33e43188,41.3169,0.976252
W91976c77,C952e5f4e,42.1514,0.983591
W91976c77,C0b4217bf,42.1871,0.985136
W91976c77,C1e917b0c,48.6694,0.99448
W91976c77,Cdc555739,44.3943,0.988278
W91976c77,C9299f2a3,29.755,0.925779
W91976c77,C82aa632e,41.5918,0.984547
W91976c77,C6ff43c02,42.4765,0.991221
W91976c77,C184f016f,42.4318,0.979951
W91976c77,Ccc7ab15d,41.88,0.980411
W91976c77,C9070e64c,43.8034,0.986833
W91976c77,Cabfa5078,43.0956,0.986588
W91976c77,C4b95d7e9,50.2956,0.995725
W91976c77,C710ae80b,47.6215,0.99344
W91976c77,Cd3577a44,45.0628,0.986718
W91976c77,C9bda668c,36.1659,0.959885
W91976c77,C26cdaff8,49.4678,0.995103
W91976c77,Cef9fd15f,40.3047,0.975071
W91976c77,Cba2c0b2b,41.9133,0.982164
W91976c77,Ce9b2848e,42.6139,0.979161
W91976c77,C7bf371a6,43.0279,0.984842
W91976c77,C2d7b1c26,38.7456,0.966134
W91976c77,C53d71617,42.0398,0.982293
W91976c77,C07717abe,45.1761,0.988345
W91976c77,C8deb16a7,42.0052,0.980395
W91976c77,C17a5afd5,52.7125,0.997308
W91976c77,Cd9eeb56e,37.3892,0.94767
W91976c77,Ca66b9b65,38.921,0.97146
W91976c77,C4f49a6cd,36.1291,0.943979
W91976c77,C000f7ce6,45.6166,0.991474
W91976c77,Cb6f18e23,33.7433,0.897197
W91976c77,C89fa4ef1,46.6897,0.992574
W91976c77,C3d257560,36.9317,0.94269
W91976c77,C8bc6b1fd,35.6475,0.958468
W91976c77,C5d390ddd,44.0826,0.988379
W91976c77,C18ac4dec,37.963,0.962938
W91976c77,C7a40d935,28.914,0.888217
W91976c77,C4cfb8deb,45.7016,0.992627
W91976c77,Cc4c58ace,45.3824,0.992868
W91976c77,C40f6747d,34.4041,0.956471
W91976c77,Cae99c2b0,36.9056,0.958955
W91976c77,C8ca6649f,46.0284,0.992628
W91976c77,C9ee15dc8,36.7519,0.932043
W91976c77,Cb1cd2e91,41.6717,0.979221
W91976c77,C3e1dc6af,45.751,0.992479
W91976c77,Cece9398b,44.9268,0.990252
W91976c77,C82022969,47.0984,0.992362
W91976c77,C31c3fec4,41.4086,0.982798
W91976c77,C9aa7e1fa,44.2989,0.984653
W91976c77,C128ccdf8,37.4127,0.937255
W91976c77,C14d448cf,54.1749,0.997908
W91976c77,C4dbefeec,50.5884,0.996789
W91976c77,C7bcdce93,48.4507,0.996115
W91976c77,C1403641d,48.6488,0.994885
W91976c77,C38ee988e,47.6399,0.993173
W91976c77,Ccb4ca645,27.2653,0.937929
W91976c77,C07069055,44.3158,0.986774
W91976c77,C20257f2b,38.61,0.970078
W91976c77,Ce42560b5,42.7684,0.988944
W91976c77,C8d95267a,36.3738,0.949729
W91976c77,Cea6a653b,28.8454,0.892246
W91976c77,C329a5b13,42.7019,0.98335
W91976c77,C990c785e,35.4975,0.934475
W91976c77,Ccbf99c1e,43.2473,0.984578
W91976c77,Cbd826830,45.0428,0.986485
W91976c77,C0105a202,42.8181,0.986572
W91976c77,C3e82fb5c,46.9686,0.992177
W91976c77,Cb99446a6,34.51,0.938899
W91976c77,Cd4dc42f5,42.6208,0.98178
W91976c77,C08cdb14a,37.8433,0.960692
W91976c77,C9a547bed,47.6576,0.993686
W5f1a55b6,Cfe576c70,35.4992,0.923624
W5f1a55b6,C29d38639,45.8942,0.991499
W5f1a55b6,C50a6f904,36.5643,0.935476
W5f1a55b6,C109ad780,47.4147,0.992777
W5f1a55b6,Cd19a5f82,44.5632,0.989462
W5f1a55b6,C37e52eff,35.3989,0.92532
W5f1a55b6,Cd6b6074f,40.9494,0.98217
W5f1a55b6,Ceaf8f7e5,44.6069,0.98883
W5f1a55b6,C17be7398,47.0575,0.992972
W5f1a55b6,Ce5154713,40.5136,0.978943
W5f1a55b6,Ce2023a19,44.1727,0.990015
W5f1a55b6,C78eba66a,47.2457,0.993791
W5f1a55b6,C4a1ee0d8,35.118,0.951554
W5f1a55b6,Ccd92a17f,43.5982,0.982593
W5f1a55b6,C0e0cbb49,44.9013,0.989988
W5f1a55b6,Cbde85d5f,29.111,0.969223
W5f1a55b6,C49497163,33.0525,0.956947
W5f1a55b6,C03fc3dba,40.1309,0.983896
W5f1a55b6,C0c37f6ee,42.1203,0.986463
W5f1a55b6,Ccefae722,47.8784,0.995492
W5f1a55b6,Ce52b770c,37.8012,0.982708
W5f1a55b6,Cf3fc5763,42.1327,0.976887
W5f1a55b6,Cb1ac5872,48.5823,0.994249
W5f1a55b6,C938ed95c,43.7751,0.99303
W5f1a55b6,C77ed8333,44.4461,0.984186
W5f1a55b6,C807ef755,43.5124,0.988196
W5f1a55b6,C2e963585,44.9098,0.99103
W5f1a55b6,Ce2e09223,38.8964,0.969075
W5f1a55b6,C3814b5f0,36.5714,0.941647
W5f1a55b6,C92220c58,48.4459,0.993897
W5f1a55b6,C6b9e8b84,44.1359,0.988915
W5f1a55b6,Cd9e65d54,38.1548,0.970939
W5f1a55b6,Cc1aa323e,42.5553,0.981085
W5f1a55b6,C2821d2f8,36.7326,0.935761
W5f1a55b6,Cd8c91a63,48.2248,0.993825
W5f1a55b6,Cda67f968,45.5554,0.991133
W5f1a55b6,Ca54e2955,51.4516,0.996725
W5f1a55b6,Ca57285e3,38.9127,0.976572
W5f1a55b6,Cdb5e4b0c,45.2785,0.991178
W5f1a55b6,C1d71c334,32.8794,0.93895
W5f1a55b6,C6896746d,36.4679,0.942197
W5f1a55b6,Cf02fc9a6,42.5394,0.984684
W5f1a55b6,C4467387d,40.949,0.981794
